Title,Author,Book Type,Original Price,Discounted Price,ISBN-10,Published Date,Publisher,Number of Pages
Sins of Empire,Brian McClellan,eBook,12.99,,None,None,None,None
Curious George Haunted Halloween,H. A. Rey,eBook,2.99,,None,None,None,None
Curious George Haunted Halloween,H. A. Rey,eBook,2.99,,None,None,None,None
Curious George Haunted Halloween,H. A. Rey,eBook,2.99,,None,None,None,None
Bullied,Vera Hollins,eBook,4.29,,None,None,None,None
Bullied,Vera Hollins,eBook,4.29,,None,None,None,None
The Rotters' Club,Jonathan Coe,eBook,15.99,,None,None,None,None
The Rotters' Club,Jonathan Coe,eBook,15.99,,None,None,None,None
The Rotters' Club,Jonathan Coe,eBook,15.99,,None,None,None,None
Lessons in Stoicism,John Sellars,eBook,14.99,,None,None,None,None
Lessons in Stoicism,John Sellars,eBook,14.99,,None,None,None,None
Lessons in Stoicism,John Sellars,eBook,14.99,,None,None,None,None
Call for the Dead,John le Carré,eBook,15.99,,None,None,None,None
Call for the Dead,John le Carré,eBook,15.99,,None,None,None,None
Call for the Dead,John le Carré,eBook,15.99,,None,None,None,None
Abaddon's Gate,James S. A. Corey,eBook,12.99,,None,None,None,None
Abaddon's Gate,James S. A. Corey,eBook,12.99,,None,None,None,None
The Volunteer,Jack Fairweather,eBook,18.99,,None,None,None,None
The Volunteer,Jack Fairweather,eBook,18.99,,None,None,None,None
The Volunteer,Jack Fairweather,eBook,18.99,,None,None,None,None
How to Win Friends and Influence People in the Digital Age,Dale Carnegie Training,eBook,12.99,,None,None,None,None
How to Win Friends and Influence People in the Digital Age,Dale Carnegie Training,eBook,12.99,,None,None,None,None
Heir to the Empire,Timothy Zahn,eBook,,,None,None,None,None
Book not found,Book not found,Book not found,Book not found,Book not found,Book not found,Book not found,Book not found,Book not found
Book not found,Book not found,Book not found,Book not found,Book not found,Book not found,Book not found,Book not found,Book not found
Wish You Were Here,Catherine Alliott,eBook,15.99,,None,None,None,None
Splash and Bubbles,The Jim Henson Company,eBook,,,None,None,None,None
Splash and Bubbles,The Jim Henson Company,eBook,,,None,None,None,None
I Am Dynamite!,Sue Prideaux,eBook,16.49,14.99,None,None,None,None
I Am Dynamite!,Sue Prideaux,eBook,16.49,14.99,None,None,None,None
The Blank Slate,Steven Pinker,eBook,18.99,,None,None,None,None
The Blank Slate,Steven Pinker,eBook,18.99,,None,None,None,None
Billion Dollar Whale,Tom Wright,eBook,23.99,,None,None,None,None
Billion Dollar Whale,Tom Wright,eBook,23.99,,None,None,None,None
The Secret Diaries Of Miss Anne Lister: Vol. 1,Anne Lister,eBook,12.99,,None,None,None,None
The Value of Everything,Mariana Mazzucato,eBook,15.99,,None,None,None,None
Christmas with the Bomb Girls,Daisy Styles,eBook,15.99,,None,None,None,None
Christmas with the Bomb Girls,Daisy Styles,eBook,15.99,,None,None,None,None
Auschwitz Escape,Danny Naten,eBook,4.18,,None,None,None,None
Auschwitz Escape,Danny Naten,eBook,4.18,,None,None,None,None
Reinvention,Brian Tracy,eBook,2.99,,None,None,None,None
Reinvention,Brian Tracy,eBook,2.99,,None,None,None,None
Heaven And Hell,Don Felder,eBook,17.99,,None,None,None,None
The Art of Seduction,Robert Greene,eBook,,,None,None,None,None
The Art of Seduction,Robert Greene,eBook,,,None,None,None,None
Child of the Phoenix,Barbara Erskine,eBook,10.99,,None,None,None,None
Child of the Phoenix,Barbara Erskine,eBook,10.99,,None,None,None,None
Surrender Experiment,Michael A Singer,eBook,,,None,None,None,None
Surrender Experiment,Michael A Singer,eBook,,,None,None,None,None
Night Shift,Stephen King,eBook,16.12,12.99,None,None,None,None
Out Of The Sun,Robert Goddard,eBook,14.99,,None,None,None,None
The Robots of Dawn,Isaac Asimov,eBook,,,None,None,None,None
The Robots of Dawn,Isaac Asimov,eBook,,,None,None,None,None
The Fully Raw Diet,Kristina Carrillo-Bucaram,eBook,34.99,,None,None,None,None
The Fully Raw Diet,Kristina Carrillo-Bucaram,eBook,34.99,,None,None,None,None
Eat to Live,Joel Fuhrman,eBook,,,None,None,None,None
Eat to Live,Joel Fuhrman,eBook,,,None,None,None,None
The Far Pavilions,M M Kaye,eBook,15.99,,None,None,None,None
The Tibetan Book of the Dead,Karma-glin-pa (Karma Lingpa),eBook,4.39,,None,None,None,None
The Pickwick Club,Charles Dickens,eBook,,,None,None,None,None
The Pickwick Club,Charles Dickens,eBook,,,None,None,None,None
The Curry Secret,Kris Dhillon,eBook,6.99,,None,None,None,None
The Curry Secret,Kris Dhillon,eBook,6.99,,None,None,None,None
Trust No One,Anthony Mosawi,eBook,15.99,,None,None,None,None
Trust No One,Anthony Mosawi,eBook,15.99,,None,None,None,None
Steelheart,Brandon Sanderson,eBook,11.99,,None,None,None,None
A Load of Old Tripe,Gervase Phinn,eBook,14.99,,None,None,None,None
Black Notice,Patricia Cornwell,eBook,11.99,,None,None,None,None
Black Notice,Patricia Cornwell,eBook,11.99,,None,None,None,None
A Grave Matter,Anna Lee Huber,eBook,13.70,11.99,None,None,None,None
A Grave Matter,Anna Lee Huber,eBook,13.70,11.99,None,None,None,None
Value Proposition Design,None,,41.79,,None,None,None,None
Value Proposition Design,None,,41.79,,None,None,None,None
The Ancient Secret of the Fountain of Youth,Peter Kelder,eBook,18.99,,None,None,None,None
The Grey Ghost,Clive Cussler,eBook,15.99,,None,None,None,None
The Grey Ghost,Clive Cussler,eBook,15.99,,None,None,None,None
The Marriage Pact,Michelle Richmond,eBook,15.99,,None,None,None,None
The Marriage Pact,Michelle Richmond,eBook,15.99,,None,None,None,None
No Way Out,Cara Hunter,eBook,15.99,,None,None,None,None
Atelier Crenn,Dominique Crenn,eBook,72.59,58.99,None,None,None,None
Atelier Crenn,Dominique Crenn,eBook,72.59,58.99,None,None,None,None
Book not found,Book not found,Book not found,Book not found,Book not found,Book not found,Book not found,Book not found,Book not found
From The Dead,Mark Billingham,eBook,11.99,,None,None,None,None
From The Dead,Mark Billingham,eBook,11.99,,None,None,None,None
Transcendence,Gaia Vince,eBook,16.99,,None,None,None,None
Transcendence,Gaia Vince,eBook,16.99,,None,None,None,None
Waylander,David Gemmell,eBook,11.99,,None,None,None,None
Black Diamonds,Catherine Bailey,eBook,15.99,,None,None,None,None
Black Diamonds,Catherine Bailey,eBook,15.99,,None,None,None,None
Animal Farm,George Orwell,eBook,4.79,,None,None,None,None
Better Than Easy,Nick Alexander,eBook,5.99,,None,None,None,None
Better Than Easy,Nick Alexander,eBook,5.99,,None,None,None,None
Who Moved My Cheese?,Spencer Johnson,Paperback,19.99,18.25,None,None,None,None
Who Moved My Cheese?,Spencer Johnson,Paperback,19.99,18.25,None,None,None,None
Who Moved My Cheese?,Spencer Johnson,Paperback,19.99,18.25,None,None,None,None
The Aftermath,Rhidian Brook,eBook,15.99,,None,None,None,None
The Aftermath,Rhidian Brook,eBook,15.99,,None,None,None,None
A Friend of the Family,Lisa Jewell,eBook,15.99,,None,None,None,None
A Friend of the Family,Lisa Jewell,eBook,15.99,,None,None,None,None
A Friend of the Family,Lisa Jewell,eBook,15.99,,None,None,None,None
The 6th Target,James Patterson,eBook,4.99,,None,None,None,None
The 6th Target,James Patterson,eBook,4.99,,None,None,None,None
The 6th Target,James Patterson,eBook,4.99,,None,None,None,None
The Missing Sister,Dinah Jefferies,eBook,15.99,,None,None,None,None
The Missing Sister,Dinah Jefferies,eBook,15.99,,None,None,None,None
Why Does E=mc2?,Brian Cox,eBook,13.99,,None,None,None,None
Why Does E=mc2?,Brian Cox,eBook,13.99,,None,None,None,None
Why Does E=mc2?,Brian Cox,eBook,13.99,,None,None,None,None
Why Does E=mc2?,Brian Cox,eBook,13.99,,None,None,None,None
Why Does E=mc2?,Brian Cox,eBook,13.99,,None,None,None,None
Why Does E=mc2?,Brian Cox,eBook,13.99,,None,None,None,None
Why Does E=mc2?,Brian Cox,eBook,13.99,,None,None,None,None
